id,cd_estab,nm_ab_cliente,nr_nota_fis,nr_pedido,ds_ord_compra,ds_placa,ds_transp,nr_lacre,dt_hr_chegada,dt_hr_ini_carga,dt_hr_fim_carga,ds_obs_carga,id_no_show,vl_fixo,vl_base_multa,vl_multa,dt_hr_liberacao,usr_atlz_id,ds_get_status_lib,ds_status_cheg,dt_atlz
1,JAG,FFJDI,20360,299222,,,BRAPELCO,,,,,Test database,N,0,0,0,,1,,,2016-10-30 16:04:30
2,JAG,FFJDI,20361,299223,,,BRAPELCO,,,,,Test database,N,0,0,0,,1,,,2016-10-30 16:04:30
3,JAG,FFJDI,20377,299225,,,BRAPELCO,,,,,Test database,N,0,0,0,,1,,,2016-10-30 16:04:30
4,JAG,FFJDI,20378,299226,,,BRAPELCO,,,,,Test database,N,0,0,0,,1,,,2016-10-30 16:04:30
5,JAG,FFJDI,20389,299229,,,BRAPELCO,,,,,Test database,N,0,0,0,,1,,,2016-10-30 16:04:30
6,JAG,FFJDI,20390,299230,,,BRAPELCO,,,,,Test database,N,0,0,0,,1,,,2016-10-30 16:04:30
7,JAG,FFJDI,20406,299236,,,BRAPELCO,,,,,Test database,N,0,0,0,,1,,,2016-10-30 16:04:30
8,JAG,FFJDI,20404,299234,,,BRAPELCO,,,,,Test database,N,0,0,0,,1,,,2016-10-30 16:04:30
9,JAG,FFJDI,20403,299233,,,BRAPELCO,,,,,Test database,N,0,0,0,,1,,,2016-10-30 16:04:30
10,JAG,FFJDI,20405,299235,,,BRAPELCO,,,,,Test database,N,0,0,0,,1,,,2016-10-30 16:04:30
12,JAG,CDJAC,20421,887054,,,BRAPELCO,,,,,Test database,N,0,0,0,,1,,,2016-10-30 16:04:30
15,JAG,JCBOB,20425,887054,,,BRAPELCO,,,,,Test database,N,0,0,0,,1,,,2016-10-30 16:04:30
17,JAG,JUNDIÁ,20427,ord. Compra,,,BRAPELCO,,,,,Test database,N,0,0,0,,1,,,2016-10-30 16:04:30
24,JAG,JUNDIÁ,20428,ord. Compra,,,BRAPELCO,,,,,Test database,N,0,0,0,,1,,,2016-10-30 16:04:30
28,JAG,JCBOB,20426,891488,,,BRAPELCO,,,,,Test database,N,0,0,0,,1,,,2016-10-30 16:04:30
33,JAG,FFJDI,20423,299238,,,BRAPELCO,,,,,Test database,N,0,0,0,,1,,,2016-10-30 16:04:30
38,JAG,FFJDI,20422,299237,,,BRAPELCO,,,,,Test database,N,0,0,0,,1,,,2016-10-30 16:04:30
41,JAG,FFJDI,20424,299239,,,BRAPELCO,,,,,Test database,N,0,0,0,,1,,,2016-10-30 16:04:30
43,JAG,CDJAC,20448,887055,,,BRAPELCO,,,,,Test database,N,0,0,0,,1,,,2016-10-30 16:04:30
45,JAG,SBWNE,20451,887042,,,BRAPELCO,,,,,Test database,N,0,0,0,,1,,,2016-10-30 16:04:30
50,JAG,FFJDI,20449,299242,,,BRAPELCO,,,,,Test database,N,0,0,0,,1,,,2016-10-30 16:04:30
55,JAG,FFJDI,20450,299241,,,BRAPELCO,,,,,Test database,N,0,0,0,,1,,,2016-10-30 16:04:30
57,JAG,CDJAC,20459,887060,,,BRAPELCO,,,,,Test database,N,0,0,0,,1,,,2016-10-30 16:04:30
59,JAG,SBWAY,20464,887047,,,BRAPELCO,,,,,Test database,N,0,0,0,,1,,,2016-10-30 16:04:30
63,JAG,CDGPA,20444,19547500903,,,BRAPELCO,,,,,Test database,N,0,0,0,,1,,,2016-10-30 16:04:30
64,JAG,CDGPA,20446,20386410903,,,BRAPELCO,,,,,Test database,N,0,0,0,,1,,,2016-10-30 16:04:30
69,JAG,JCBOB,20463,891492,,,BRAPELCO,,,,,Test database,N,0,0,0,,1,,,2016-10-30 16:04:30
73,JAG,FFJDI,20460,299546,,,BRAPELCO,,,,,Test database,N,0,0,0,,1,,,2016-10-30 16:04:30
80,JAG,WMART,20455,07350046691,,,BRAPELCO,,,,,Test database,N,0,0,0,,1,,,2016-10-30 16:04:30
82,JAG,FFJDI,20462,299548,,,BRAPELCO,,,,,Test database,N,0,0,0,,1,,,2016-10-30 16:04:30
83,JAG,FFJDI,20461,299549,,,BRAPELCO,,,,,Test database,N,0,0,0,,1,,,2016-10-30 16:04:30
85,JAG,CDJAC,20473,887061,,,BRAPELCO,,,,,Test database,N,0,0,0,,1,,,2016-10-30 16:04:30
87,JAG,SBWRB,20480,887045,,,BRAPELCO,,,,,Test database,N,0,0,0,,1,,,2016-10-30 16:04:30
89,JAG,CR053,20474,896967,,,BRAPELCO,,,,,Test database,N,0,0,0,,1,,,2016-10-30 16:04:30
94,JAG,JCBOB,20478,891493,,,BRAPELCO,,,,,Test database,N,0,0,0,,1,,,2016-10-30 16:04:30
99,JAG,FFJDI,20475,299551,,,BRAPELCO,,,,,Test database,N,0,0,0,,1,,,2016-10-30 16:04:30
106,JAG,WALRS,20443,000408898677,,,BRAPELCO,,,,,Test database,N,0,0,0,,1,,,2016-10-30 16:04:30
110,JAG,FFJDI,20476,299553,,,BRAPELCO,,,,,Test database,N,0,0,0,,1,,,2016-10-30 16:04:30
111,JAG,CDGPA,20447,019623880903,,,BRAPELCO,,,,,Test database,N,0,0,0,,1,,,2016-10-30 16:04:30
114,JAG,FFJDI,20477,299554,,,BRAPELCO,,,,,Test database,N,0,0,0,,1,,,2016-10-30 16:04:30
116,JAG,SBWAY,20505,887048,,,BRAPELCO,,,,,Test database,N,0,0,0,,1,,,2016-10-30 16:04:30
