id,cd_estab,nm_ab_cliente,nr_nota_fis,dt_saida,hr_grade,cd_produto,un_embalagem,qt_embalagem,qt_pilha,qt_carregada,qt_falta,id_motivo,qt_pallet,vl_base_multa,vl_multa,usr_atlz_id,base_id,dt_atlz
324,JAG,FFJDI,20607,,22:00,503500023,CX,20,0/20,0,0,,0,0,0,1,324,2016-10-30 16:04:30
325,JAG,SBWAY,20625,,21:00,563700001,CX,3,0/3,0,0,,0,0,0,1,326,2016-10-30 16:04:30
326,JAG,SBWAY,20625,,21:00,563700002,CX,10,0/10,0,0,,0,0,0,1,326,2016-10-30 16:04:30
327,JAG,SBWAY,20626,,23:00,563700001,CX,4,0/4,0,0,,0,0,0,1,328,2016-10-30 16:04:30
328,JAG,SBWAY,20626,,23:00,563700002,CX,9,0/9,0,0,,0,0,0,1,328,2016-10-30 16:04:30
329,JAG,SBWNE,20627,,19:00,563700001,CX,8,0/8,0,0,,0,0,0,1,330,2016-10-30 16:04:30
330,JAG,SBWNE,20627,,19:00,563700002,CX,18,0/18,0,0,,0,0,0,1,330,2016-10-30 16:04:30
331,JAG,JCBOB,20624,,1:00,503500073,CX,21,0/21,0,0,,0,0,0,1,336,2016-10-30 16:04:30
332,JAG,JCBOB,20624,,1:00,503500077,CX,84,0/84,0,0,,0,0,0,1,336,2016-10-30 16:04:30
333,JAG,JCBOB,20624,,1:00,503500079,CX,21,0/21,0,0,,0,0,0,1,336,2016-10-30 16:04:30
334,JAG,JCBOB,20624,,1:00,503500083,CX,14,0/14,0,0,,0,0,0,1,336,2016-10-30 16:04:30
335,JAG,JCBOB,20624,,1:00,503500071,CX,5,0/5,0,0,,0,0,0,1,336,2016-10-30 16:04:30
336,JAG,JCBOB,20624,,1:00,503500107,CX,3,0/3,0,0,,0,0,0,1,336,2016-10-30 16:04:30
337,JAG,FFJDI,20622,,4:00,503500063,CX,64,0/64,0,0,,0,0,0,1,338,2016-10-30 16:04:30
338,JAG,FFJDI,20622,,4:00,503500064,CX,40,0/40,0,0,,0,0,0,1,338,2016-10-30 16:04:30
339,JAG,FFJDI,20621,,11:00,503500064,CX,52,0/52,0,0,,0,0,0,1,340,2016-10-30 16:04:30
340,JAG,FFJDI,20621,,11:00,503500028,CX,52,0/52,0,0,,0,0,0,1,340,2016-10-30 16:04:30
341,JAG,FFJDI,20620,,16:00,503500064,CX,104,0/104,0,0,,0,0,0,1,341,2016-10-30 16:04:30
342,JAG,FFJDI,20623,,22:00,503500064,CX,16,0/16,0,0,,0,0,0,1,344,2016-10-30 16:04:30
343,JAG,FFJDI,20623,,22:00,503500028,CX,76,0/76,0,0,,0,0,0,1,344,2016-10-30 16:04:30
344,JAG,FFJDI,20623,,22:00,503500023,CX,12,0/12,0,0,,0,0,0,1,344,2016-10-30 16:04:30
345,JAG,CDJAC,20655,,19:00,563700001,CX,4,0/4,0,0,,0,0,0,1,346,2016-10-30 16:04:30
346,JAG,CDJAC,20655,,19:00,563700002,CX,22,0/22,0,0,,0,0,0,1,346,2016-10-30 16:04:30
347,JAG,SBWRB,20665,,23:00,563700001,CX,8,0/8,0,0,,0,0,0,1,348,2016-10-30 16:04:30
348,JAG,SBWRB,20665,,23:00,563700002,CX,18,0/18,0,0,,0,0,0,1,348,2016-10-30 16:04:30
349,JAG,FFJDI,20666,,22:00,503500064,CX,104,0/104,0,0,,0,0,0,1,349,2016-10-30 16:04:30
350,JAG,FFJDI,20656,,11:00,503500063,CX,12,0/12,0,0,,0,0,0,1,354,2016-10-30 16:04:30
351,JAG,FFJDI,20656,,11:00,503500065,CX,20,0/20,0,0,,0,0,0,1,354,2016-10-30 16:04:30
352,JAG,FFJDI,20656,,11:00,503500066,CX,12,0/12,0,0,,0,0,0,1,354,2016-10-30 16:04:30
353,JAG,FFJDI,20656,,11:00,503500028,CX,40,0/40,0,0,,0,0,0,1,354,2016-10-30 16:04:30
354,JAG,FFJDI,20656,,11:00,503500023,CX,20,0/20,0,0,,0,0,0,1,354,2016-10-30 16:04:30
355,JAG,FFJDI,20657,,1:00,503500064,CX,104,0/104,0,0,,0,0,0,1,355,2016-10-30 16:04:30
356,JAG,FFJDI,20658,,4:00,503500063,CX,64,0/64,0,0,,0,0,0,1,358,2016-10-30 16:04:30
357,JAG,FFJDI,20658,,4:00,503500064,CX,12,0/12,0,0,,0,0,0,1,358,2016-10-30 16:04:30
358,JAG,FFJDI,20658,,4:00,503500065,CX,28,0/28,0,0,,0,0,0,1,358,2016-10-30 16:04:30
359,JAG,FFJDI,20659,,16:00,503500063,CX,4,0/4,0,0,,0,0,0,1,363,2016-10-30 16:04:30
360,JAG,FFJDI,20659,,16:00,503500064,CX,40,0/40,0,0,,0,0,0,1,363,2016-10-30 16:04:30
361,JAG,FFJDI,20659,,16:00,503500066,CX,12,0/12,0,0,,0,0,0,1,363,2016-10-30 16:04:30
362,JAG,FFJDI,20659,,16:00,503500028,CX,40,0/40,0,0,,0,0,0,1,363,2016-10-30 16:04:30
363,JAG,FFJDI,20659,,16:00,503500023,CX,8,0/8,0,0,,0,0,0,1,363,2016-10-30 16:04:30
364,JAG,CCONF,20654,,10:00,503500115,CX,12,0/12,0,0,,0,0,0,1,368,2016-10-30 16:04:30
365,JAG,CCONF,20654,,10:00,503500103,CX,1,0/1,0,0,,0,0,0,1,368,2016-10-30 16:04:30
366,JAG,CCONF,20654,,10:00,503500127,CX,2,0/2,0,0,,0,0,0,1,368,2016-10-30 16:04:30
367,JAG,CCONF,20654,,10:00,503500027,CX,4,0/4,0,0,,0,0,0,1,368,2016-10-30 16:04:30
368,JAG,CCONF,20654,,10:00,503500023,CX,4,0/4,0,0,,0,0,0,1,368,2016-10-30 16:04:30
369,JAG,JDITA,20661,,17:00,503500023,CX,4,0/4,0,0,,0,0,0,1,369,2016-10-30 16:04:30
370,JAG,JDITA,20662,,17:00,503500117,CX,4,0/4,0,0,,0,0,0,1,370,2016-10-30 16:04:30
371,JAG,JDITA,20660,,17:00,503500129,CX,1,0/1,0,0,,0,0,0,1,372,2016-10-30 16:04:30
372,JAG,JDITA,20660,,17:00,503500125,CX,4,0/4,0,0,,0,0,0,1,372,2016-10-30 16:04:30
373,JAG,JDSTP,20664,,17:00,503500023,CX,4,0/4,0,0,,0,0,0,1,373,2016-10-30 16:04:30
374,JAG,JDSTP,20663,,17:00,503500117,CX,4,0/4,0,0,,0,0,0,1,376,2016-10-30 16:04:30
375,JAG,JDSTP,20663,,17:00,503500125,CX,8,0/8,0,0,,0,0,0,1,376,2016-10-30 16:04:30
376,JAG,JDSTP,20663,,17:00,503500093,CX,1,0/1,0,0,,0,0,0,1,376,2016-10-30 16:04:30
377,JAG,SBWNE,20678,,19:00,563700001,CX,7,0/7,0,0,,0,0,0,1,378,2016-10-30 16:04:30
378,JAG,SBWNE,20678,,19:00,563700002,CX,19,0/19,0,0,,0,0,0,1,378,2016-10-30 16:04:30
379,JAG,FFJDI,20675,,4:00,503500063,CX,20,0/20,0,0,,0,0,0,1,384,2016-10-30 16:04:30
380,JAG,FFJDI,20675,,4:00,503500064,CX,20,0/20,0,0,,0,0,0,1,384,2016-10-30 16:04:30
381,JAG,FFJDI,20675,,4:00,503500065,CX,16,0/16,0,0,,0,0,0,1,384,2016-10-30 16:04:30
382,JAG,FFJDI,20675,,4:00,503500066,CX,16,0/16,0,0,,0,0,0,1,384,2016-10-30 16:04:30
383,JAG,FFJDI,20675,,4:00,503500028,CX,16,0/16,0,0,,0,0,0,1,384,2016-10-30 16:04:30
384,JAG,FFJDI,20675,,4:00,503500023,CX,16,0/16,0,0,,0,0,0,1,384,2016-10-30 16:04:30
385,JAG,FFJDI,20676,,22:00,503500063,CX,32,0/32,0,0,,0,0,0,1,389,2016-10-30 16:04:30
386,JAG,FFJDI,20676,,22:00,503500064,CX,32,0/32,0,0,,0,0,0,1,389,2016-10-30 16:04:30
387,JAG,FFJDI,20676,,22:00,503500065,CX,16,0/16,0,0,,0,0,0,1,389,2016-10-30 16:04:30
388,JAG,FFJDI,20676,,22:00,503500028,CX,16,0/16,0,0,,0,0,0,1,389,2016-10-30 16:04:30
389,JAG,FFJDI,20676,,22:00,503500023,CX,8,0/8,0,0,,0,0,0,1,389,2016-10-30 16:04:30
390,JAG,FFJDI,20677,,16:00,503500064,CX,48,0/48,0,0,,0,0,0,1,393,2016-10-30 16:04:30
391,JAG,FFJDI,20677,,16:00,503500066,CX,4,0/4,0,0,,0,0,0,1,393,2016-10-30 16:04:30
392,JAG,FFJDI,20677,,16:00,503500028,CX,36,0/36,0,0,,0,0,0,1,393,2016-10-30 16:04:30
393,JAG,FFJDI,20677,,16:00,503500023,CX,16,0/16,0,0,,0,0,0,1,393,2016-10-30 16:04:30
394,JAG,FFJDI,20679,,11:00,503500064,CX,72,0/72,0,0,,0,0,0,1,397,2016-10-30 16:04:30
395,JAG,FFJDI,20679,,11:00,503500065,CX,12,0/12,0,0,,0,0,0,1,397,2016-10-30 16:04:30
396,JAG,FFJDI,20679,,11:00,503500028,CX,8,0/8,0,0,,0,0,0,1,397,2016-10-30 16:04:30
397,JAG,FFJDI,20679,,11:00,503500023,CX,12,0/12,0,0,,0,0,0,1,397,2016-10-30 16:04:30
398,JAG,WALBA,20669,,5:00,503500138,CX,5,0/5,0,0,,0,0,0,1,403,2016-10-30 16:04:30
399,JAG,WALBA,20669,,5:00,503500141,CX,3,0/3,0,0,,0,0,0,1,403,2016-10-30 16:04:30
400,JAG,WALBA,20669,,5:00,503500142,CX,6,0/6,0,0,,0,0,0,1,403,2016-10-30 16:04:30
401,JAG,WALBA,20669,,5:00,503500140,CX,3,0/3,0,0,,0,0,0,1,403,2016-10-30 16:04:30
402,JAG,WALBA,20669,,5:00,503500136,CX,5,0/5,0,0,,0,0,0,1,403,2016-10-30 16:04:30
403,JAG,WALBA,20669,,5:00,503500137,CX,6,0/6,0,0,,0,0,0,1,403,2016-10-30 16:04:30
404,JAG,WALPE,20668,,18:00,503500138,CX,4,0/4,0,0,,0,0,0,1,409,2016-10-30 16:04:30
405,JAG,WALPE,20668,,18:00,503500141,CX,4,0/4,0,0,,0,0,0,1,409,2016-10-30 16:04:30
406,JAG,WALPE,20668,,18:00,503500142,CX,6,0/6,0,0,,0,0,0,1,409,2016-10-30 16:04:30
407,JAG,WALPE,20668,,18:00,503500140,CX,5,0/5,0,0,,0,0,0,1,409,2016-10-30 16:04:30
408,JAG,WALPE,20668,,18:00,503500136,CX,6,0/6,0,0,,0,0,0,1,409,2016-10-30 16:04:30
409,JAG,WALPE,20668,,18:00,503500137,CX,3,0/3,0,0,,0,0,0,1,409,2016-10-30 16:04:30
410,JAG,CDJAC,20684,,21:00,563700001,CX,6,0/6,0,0,,0,0,0,1,411,2016-10-30 16:04:30
411,JAG,CDJAC,20684,,21:00,563700002,CX,20,0/20,0,0,,0,0,0,1,411,2016-10-30 16:04:30
412,JAG,CR054,20685,,1:00,503500073,CX,14,0/14,0,0,,0,0,0,1,414,2016-10-30 16:04:30
413,JAG,CR054,20685,,1:00,503500077,CX,161,0/161,0,0,,0,0,0,1,414,2016-10-30 16:04:30
414,JAG,CR054,20685,,1:00,503500071,CX,3,0/3,0,0,,0,0,0,1,414,2016-10-30 16:04:30
415,JAG,SBWAY,20689,,23:00,563700001,CX,6,0/6,0,0,,0,0,0,1,416,2016-10-30 16:04:30
416,JAG,SBWAY,20689,,23:00,563700002,CX,20,0/20,0,0,,0,0,0,1,416,2016-10-30 16:04:30
417,JAG,FFJDI,20690,,4:00,503500064,CX,24,0/24,0,0,,0,0,0,1,421,2016-10-30 16:04:30
418,JAG,FFJDI,20690,,4:00,503500065,CX,16,0/16,0,0,,0,0,0,1,421,2016-10-30 16:04:30
419,JAG,FFJDI,20690,,4:00,503500066,CX,8,0/8,0,0,,0,0,0,1,421,2016-10-30 16:04:30
420,JAG,FFJDI,20690,,4:00,503500028,CX,40,0/40,0,0,,0,0,0,1,421,2016-10-30 16:04:30
421,JAG,FFJDI,20690,,4:00,503500023,CX,16,0/16,0,0,,0,0,0,1,421,2016-10-30 16:04:30
422,JAG,FFJDI,20686,,11:00,503500064,CX,92,0/92,0,0,,0,0,0,1,423,2016-10-30 16:04:30
423,JAG,FFJDI,20686,,11:00,503500028,CX,12,0/12,0,0,,0,0,0,1,423,2016-10-30 16:04:30
424,JAG,FFJDI,20687,,16:00,503500063,CX,60,0/60,0,0,,0,0,0,1,425,2016-10-30 16:04:30
425,JAG,FFJDI,20687,,16:00,503500064,CX,44,0/44,0,0,,0,0,0,1,425,2016-10-30 16:04:30
426,JAG,FFJDI,20688,,22:00,503500063,CX,20,0/20,0,0,,0,0,0,1,430,2016-10-30 16:04:30
427,JAG,FFJDI,20688,,22:00,503500064,CX,40,0/40,0,0,,0,0,0,1,430,2016-10-30 16:04:30
428,JAG,FFJDI,20688,,22:00,503500065,CX,16,0/16,0,0,,0,0,0,1,430,2016-10-30 16:04:30
429,JAG,FFJDI,20688,,22:00,503500066,CX,12,0/12,0,0,,0,0,0,1,430,2016-10-30 16:04:30
430,JAG,FFJDI,20688,,22:00,503500023,CX,16,0/16,0,0,,0,0,0,1,430,2016-10-30 16:04:30
431,JAG,WALRS,20694,,5:00,503500138,CX,2,0/2,0,0,,0,0,0,1,437,2016-10-30 16:04:30
432,JAG,WALRS,20694,,5:00,503500141,CX,2,0/2,0,0,,0,0,0,1,437,2016-10-30 16:04:30
433,JAG,WALRS,20694,,5:00,503500142,CX,3,0/3,0,0,,0,0,0,1,437,2016-10-30 16:04:30
434,JAG,WALRS,20694,,5:00,503500136,CX,3,0/3,0,0,,0,0,0,1,437,2016-10-30 16:04:30
435,JAG,WALRS,20694,,5:00,503500140,CX,3,0/3,0,0,,0,0,0,1,437,2016-10-30 16:04:30
436,JAG,WALRS,20694,,5:00,503500137,CX,3,0/3,0,0,,0,0,0,1,437,2016-10-30 16:04:30
437,JAG,WALRS,20694,,5:00,503500139,CX,2,0/2,0,0,,0,0,0,1,437,2016-10-30 16:04:30
438,JAG,WALPR,20695,,7:00,503500138,CX,2,0/2,0,0,,0,0,0,1,444,2016-10-30 16:04:30
439,JAG,WALPR,20695,,7:00,503500141,CX,2,0/2,0,0,,0,0,0,1,444,2016-10-30 16:04:30
440,JAG,WALPR,20695,,7:00,503500142,CX,2,0/2,0,0,,0,0,0,1,444,2016-10-30 16:04:30
441,JAG,WALPR,20695,,7:00,503500136,CX,2,0/2,0,0,,0,0,0,1,444,2016-10-30 16:04:30
442,JAG,WALPR,20695,,7:00,503500140,CX,2,0/2,0,0,,0,0,0,1,444,2016-10-30 16:04:30
443,JAG,WALPR,20695,,7:00,503500137,CX,2,0/2,0,0,,0,0,0,1,444,2016-10-30 16:04:30
444,JAG,WALPR,20695,,7:00,503500139,CX,1,0/1,0,0,,0,0,0,1,444,2016-10-30 16:04:30
445,JAG,CDJAC,20697,,19:00,563700001,CX,6,0/6,0,0,,0,0,0,1,446,2016-10-30 16:04:30
446,JAG,CDJAC,20697,,19:00,563700002,CX,20,0/20,0,0,,0,0,0,1,446,2016-10-30 16:04:30
447,JAG,CR056,20698,,1:00,503500073,CX,7,0/7,0,0,,0,0,0,1,451,2016-10-30 16:04:30
448,JAG,CR056,20698,,1:00,503500077,CX,112,0/112,0,0,,0,0,0,1,451,2016-10-30 16:04:30
449,JAG,CR056,20698,,1:00,503500079,CX,7,0/7,0,0,,0,0,0,1,451,2016-10-30 16:04:30
450,JAG,CR056,20698,,1:00,503500083,CX,14,0/14,0,0,,0,0,0,1,451,2016-10-30 16:04:30
451,JAG,CR056,20698,,1:00,503500071,CX,8,0/8,0,0,,0,0,0,1,451,2016-10-30 16:04:30
452,JAG,JCBOB,20699,,3:00,503500077,CX,91,0/91,0,0,,0,0,0,1,454,2016-10-30 16:04:30
453,JAG,JCBOB,20699,,3:00,503500083,CX,98,0/98,0,0,,0,0,0,1,454,2016-10-30 16:04:30
454,JAG,JCBOB,20699,,3:00,503500071,CX,1,0/1,0,0,,0,0,0,1,454,2016-10-30 16:04:30
455,JAG,JCBOB,20700,,9:00,503500077,CX,98,0/98,0,0,,0,0,0,1,457,2016-10-30 16:04:30
456,JAG,JCBOB,20700,,9:00,503500083,CX,84,0/84,0,0,,0,0,0,1,457,2016-10-30 16:04:30
457,JAG,JCBOB,20700,,9:00,503500071,CX,2,0/2,0,0,,0,0,0,1,457,2016-10-30 16:04:30
458,JAG,WMART,20701,,18:00,503500138,CX,1,22/1,0,0,,0,0,0,1,465,2016-10-30 16:04:30
459,JAG,WMART,20701,,18:00,503500135,CX,0,4/0,0,0,,0,0,0,1,465,2016-10-30 16:04:30
460,JAG,WMART,20701,,18:00,503500141,CX,2,2/2,0,0,,0,0,0,1,465,2016-10-30 16:04:30
461,JAG,WMART,20701,,18:00,503500142,CX,2,20/2,0,0,,0,0,0,1,465,2016-10-30 16:04:30
462,JAG,WMART,20701,,18:00,503500136,CX,5,7/5,0,0,,0,0,0,1,465,2016-10-30 16:04:30
463,JAG,WMART,20701,,18:00,503500140,CX,3,20/3,0,0,,0,0,0,1,465,2016-10-30 16:04:30
464,JAG,WMART,20701,,18:00,503500137,CX,1,32/1,0,0,,0,0,0,1,465,2016-10-30 16:04:30
465,JAG,WMART,20701,,18:00,503500139,CX,0,18/0,0,0,,0,0,0,1,465,2016-10-30 16:04:30
466,JAG,FFJDI,20702,,11:00,503500064,CX,24,0/24,0,0,,0,0,0,1,470,2016-10-30 16:04:30
467,JAG,FFJDI,20702,,11:00,503500065,CX,16,0/16,0,0,,0,0,0,1,470,2016-10-30 16:04:30
468,JAG,FFJDI,20702,,11:00,503500066,CX,8,0/8,0,0,,0,0,0,1,470,2016-10-30 16:04:30
469,JAG,FFJDI,20702,,11:00,503500028,CX,48,0/48,0,0,,0,0,0,1,470,2016-10-30 16:04:30
470,JAG,FFJDI,20702,,11:00,503500023,CX,8,0/8,0,0,,0,0,0,1,470,2016-10-30 16:04:30
471,JAG,FFJDI,20703,,4:00,503500063,CX,16,0/16,0,0,,0,0,0,1,476,2016-10-30 16:04:30
472,JAG,FFJDI,20703,,4:00,503500064,CX,28,0/28,0,0,,0,0,0,1,476,2016-10-30 16:04:30
473,JAG,FFJDI,20703,,4:00,503500065,CX,20,0/20,0,0,,0,0,0,1,476,2016-10-30 16:04:30
474,JAG,FFJDI,20703,,4:00,503500066,CX,8,0/8,0,0,,0,0,0,1,476,2016-10-30 16:04:30
475,JAG,FFJDI,20703,,4:00,503500028,CX,20,0/20,0,0,,0,0,0,1,476,2016-10-30 16:04:30
476,JAG,FFJDI,20703,,4:00,503500023,CX,12,0/12,0,0,,0,0,0,1,476,2016-10-30 16:04:30
477,JAG,FFJDI,20704,,16:00,503500063,CX,20,0/20,0,0,,0,0,0,1,479,2016-10-30 16:04:30
478,JAG,FFJDI,20704,,16:00,503500064,CX,68,0/68,0,0,,0,0,0,1,479,2016-10-30 16:04:30
479,JAG,FFJDI,20704,,16:00,503500028,CX,16,0/16,0,0,,0,0,0,1,479,2016-10-30 16:04:30
480,JAG,FFJDI,20705,,22:00,503500063,CX,44,0/44,0,0,,0,0,0,1,481,2016-10-30 16:04:30
481,JAG,FFJDI,20705,,22:00,503500064,CX,60,0/60,0,0,,0,0,0,1,481,2016-10-30 16:04:30
482,JAG,CDGPA,20683,,15:00,503500184,CX,4,3/4,0,0,,0,0,0,1,482,2016-10-30 16:04:30
483,JAG,CCONF,20718,,10:00,503500129,CX,1,0/1,0,0,,0,0,0,1,483,2016-10-30 16:04:30
484,JAG,CCONF,20719,,10:00,503500115,CX,16,0/16,0,0,,0,0,0,1,491,2016-10-30 16:04:30
485,JAG,CCONF,20719,,10:00,503500099,CX,1,0/1,0,0,,0,0,0,1,491,2016-10-30 16:04:30
486,JAG,CCONF,20719,,10:00,503500103,CX,2,0/2,0,0,,0,0,0,1,491,2016-10-30 16:04:30
487,JAG,CCONF,20719,,10:00,503500127,CX,2,0/2,0,0,,0,0,0,1,491,2016-10-30 16:04:30
488,JAG,CCONF,20719,,10:00,503500105,CX,8,0/8,0,0,,0,0,0,1,491,2016-10-30 16:04:30
489,JAG,CCONF,20719,,10:00,503500093,CX,1,0/1,0,0,,0,0,0,1,491,2016-10-30 16:04:30
490,JAG,CCONF,20719,,10:00,503500046,CX,8,0/8,0,0,,0,0,0,1,491,2016-10-30 16:04:30
491,JAG,CCONF,20719,,10:00,503500023,CX,4,0/4,0,0,,0,0,0,1,491,2016-10-30 16:04:30
492,JAG,CDJAC,20720,,21:00,563700001,CX,6,0/6,0,0,,0,0,0,1,493,2016-10-30 16:04:30
493,JAG,CDJAC,20720,,21:00,563700002,CX,20,0/20,0,0,,0,0,0,1,493,2016-10-30 16:04:30
494,JAG,CR053,20721,,1:00,503500073,CX,28,0/28,0,0,,0,0,0,1,497,2016-10-30 16:04:30
495,JAG,CR053,20721,,1:00,503500077,CX,56,0/56,0,0,,0,0,0,1,497,2016-10-30 16:04:30
496,JAG,CR053,20721,,1:00,503500079,CX,21,0/21,0,0,,0,0,0,1,497,2016-10-30 16:04:30
497,JAG,CR053,20721,,1:00,503500083,CX,91,0/91,0,0,,0,0,0,1,497,2016-10-30 16:04:30
498,JAG,JDITA,20722,,17:00,503500115,CX,4,0/4,0,0,,0,0,0,1,501,2016-10-30 16:04:30
499,JAG,JDITA,20722,,17:00,503500125,CX,4,0/4,0,0,,0,0,0,1,501,2016-10-30 16:04:30
500,JAG,JDITA,20722,,17:00,503500093,CX,1,0/1,0,0,,0,0,0,1,501,2016-10-30 16:04:30
501,JAG,JDITA,20722,,17:00,503500045,CX,4,0/4,0,0,,0,0,0,1,501,2016-10-30 16:04:30
502,JAG,JDITA,20723,,17:00,503500115,CX,12,0/12,0,0,,0,0,0,1,502,2016-10-30 16:04:30
503,JAG,JDSTP,20724,,17:00,503500115,CX,16,0/16,0,0,,0,0,0,1,507,2016-10-30 16:04:30
504,JAG,JDSTP,20724,,17:00,503500125,CX,4,0/4,0,0,,0,0,0,1,507,2016-10-30 16:04:30
505,JAG,JDSTP,20724,,17:00,503500093,CX,2,0/2,0,0,,0,0,0,1,507,2016-10-30 16:04:30
506,JAG,JDSTP,20724,,17:00,503500045,CX,4,0/4,0,0,,0,0,0,1,507,2016-10-30 16:04:30
507,JAG,JDSTP,20724,,17:00,503500023,CX,4,0/4,0,0,,0,0,0,1,507,2016-10-30 16:04:30
508,JAG,JDSTP,20725,,17:00,503500115,CX,12,0/12,0,0,,0,0,0,1,508,2016-10-30 16:04:30
509,JAG,SBWAY,20726,,16:00,563700001,CX,3,0/3,0,0,,0,0,0,1,510,2016-10-30 16:04:30
510,JAG,SBWAY,20726,,16:00,563700002,CX,10,0/10,0,0,,0,0,0,1,510,2016-10-30 16:04:30
511,JAG,SBWAY,20727,,16:00,563700001,CX,3,0/3,0,0,,0,0,0,1,512,2016-10-30 16:04:30
512,JAG,SBWAY,20727,,16:00,563700002,CX,10,0/10,0,0,,0,0,0,1,512,2016-10-30 16:04:30
513,JAG,FFJDI,20728,,4:00,503500064,CX,28,0/28,0,0,,0,0,0,1,517,2016-10-30 16:04:30
514,JAG,FFJDI,20728,,4:00,503500065,CX,16,0/16,0,0,,0,0,0,1,517,2016-10-30 16:04:30
515,JAG,FFJDI,20728,,4:00,503500066,CX,16,0/16,0,0,,0,0,0,1,517,2016-10-30 16:04:30
516,JAG,FFJDI,20728,,4:00,503500028,CX,28,0/28,0,0,,0,0,0,1,517,2016-10-30 16:04:30
517,JAG,FFJDI,20728,,4:00,503500023,CX,16,0/16,0,0,,0,0,0,1,517,2016-10-30 16:04:30
518,JAG,FFJDI,20729,,16:00,503500063,CX,20,0/20,0,0,,0,0,0,1,523,2016-10-30 16:04:30
519,JAG,FFJDI,20729,,16:00,503500064,CX,20,0/20,0,0,,0,0,0,1,523,2016-10-30 16:04:30
520,JAG,FFJDI,20729,,16:00,503500065,CX,16,0/16,0,0,,0,0,0,1,523,2016-10-30 16:04:30
521,JAG,FFJDI,20729,,16:00,503500066,CX,4,0/4,0,0,,0,0,0,1,523,2016-10-30 16:04:30
522,JAG,FFJDI,20729,,16:00,503500028,CX,28,0/28,0,0,,0,0,0,1,523,2016-10-30 16:04:30
523,JAG,FFJDI,20729,,16:00,503500023,CX,16,0/16,0,0,,0,0,0,1,523,2016-10-30 16:04:30
524,JAG,FFJDI,20730,,22:00,503500063,CX,40,0/40,0,0,,0,0,0,1,525,2016-10-30 16:04:30
525,JAG,FFJDI,20730,,22:00,503500064,CX,64,0/64,0,0,,0,0,0,1,525,2016-10-30 16:04:30
526,JAG,FFJDI,20731,,11:00,503500063,CX,40,0/40,0,0,,0,0,0,1,528,2016-10-30 16:04:30
527,JAG,FFJDI,20731,,11:00,503500064,CX,40,0/40,0,0,,0,0,0,1,528,2016-10-30 16:04:30
528,JAG,FFJDI,20731,,11:00,503500028,CX,24,0/24,0,0,,0,0,0,1,528,2016-10-30 16:04:30
529,JAG,CDJAC,20740,,19:00,563700001,CX,6,0/6,0,0,,0,0,0,1,530,2016-10-30 16:04:30
530,JAG,CDJAC,20740,,19:00,563700002,CX,20,0/20,0,0,,0,0,0,1,530,2016-10-30 16:04:30
531,JAG,SBWAY,20742,,21:00,563700001,CX,3,0/3,0,0,,0,0,0,1,532,2016-10-30 16:04:30
532,JAG,SBWAY,20742,,21:00,563700002,CX,10,0/10,0,0,,0,0,0,1,532,2016-10-30 16:04:30
533,JAG,SBWAY,20743,,21:00,563700001,CX,3,0/3,0,0,,0,0,0,1,534,2016-10-30 16:04:30
534,JAG,SBWAY,20743,,21:00,563700002,CX,10,0/10,0,0,,0,0,0,1,534,2016-10-30 16:04:30
535,JAG,BCDRB,20739,,1:00,503500073,CX,42,0/42,0,0,,0,0,0,1,538,2016-10-30 16:04:30
536,JAG,BCDRB,20739,,1:00,503500077,CX,42,0/42,0,0,,0,0,0,1,538,2016-10-30 16:04:30
537,JAG,BCDRB,20739,,1:00,503500079,CX,14,0/14,0,0,,0,0,0,1,538,2016-10-30 16:04:30
538,JAG,BCDRB,20739,,1:00,503500083,CX,98,0/98,0,0,,0,0,0,1,538,2016-10-30 16:04:30
539,JAG,JCBOB,20741,,3:00,503500077,CX,196,0/196,0,0,,0,0,0,1,539,2016-10-30 16:04:30
540,JAG,FFJDI,20744,,4:00,503500063,CX,20,0/20,0,0,,0,0,0,1,543,2016-10-30 16:04:30
541,JAG,FFJDI,20744,,4:00,503500064,CX,24,0/24,0,0,,0,0,0,1,543,2016-10-30 16:04:30
542,JAG,FFJDI,20744,,4:00,503500065,CX,20,0/20,0,0,,0,0,0,1,543,2016-10-30 16:04:30
543,JAG,FFJDI,20744,,4:00,503500028,CX,40,0/40,0,0,,0,0,0,1,543,2016-10-30 16:04:30
544,JAG,FFJDI,20745,,16:00,503500063,CX,40,0/40,0,0,,0,0,0,1,547,2016-10-30 16:04:30
545,JAG,FFJDI,20745,,16:00,503500064,CX,28,0/28,0,0,,0,0,0,1,547,2016-10-30 16:04:30
546,JAG,FFJDI,20745,,16:00,503500028,CX,20,0/20,0,0,,0,0,0,1,547,2016-10-30 16:04:30
547,JAG,FFJDI,20745,,16:00,503500023,CX,16,0/16,0,0,,0,0,0,1,547,2016-10-30 16:04:30
548,JAG,FFJDI,20746,,22:00,503500063,CX,16,0/16,0,0,,0,0,0,1,552,2016-10-30 16:04:30
549,JAG,FFJDI,20746,,22:00,503500064,CX,16,0/16,0,0,,0,0,0,1,552,2016-10-30 16:04:30
550,JAG,FFJDI,20746,,22:00,503500066,CX,16,0/16,0,0,,0,0,0,1,552,2016-10-30 16:04:30
551,JAG,FFJDI,20746,,22:00,503500028,CX,52,0/52,0,0,,0,0,0,1,552,2016-10-30 16:04:30
